Index	Input Santa Fe	Target	Training result	Node vc difference
410	1.700000e+01	3.700000e+01	3.535279e+01	3.485007e+00
411	3.700000e+01	1.130000e+02	1.102364e+02	2.806928e+00
412	1.130000e+02	1.650000e+02	1.731670e+02	2.332617e+00
413	1.650000e+02	7.500000e+01	7.654212e+01	3.353160e+00
414	7.500000e+01	2.500000e+01	2.816307e+01	3.478719e+00
415	2.500000e+01	1.400000e+01	1.073103e+01	3.490785e+00
416	1.400000e+01	1.300000e+01	1.491156e+01	3.599515e+00
417	1.300000e+01	2.400000e+01	2.619041e+01	3.617273e+00
418	2.400000e+01	6.800000e+01	7.325973e+01	3.183097e+00
419	6.800000e+01	1.640000e+02	1.653588e+02	2.130084e+00
420	1.640000e+02	1.230000e+02	1.223528e+02	3.114821e+00
421	1.230000e+02	4.000000e+01	3.974331e+01	3.416324e+00
422	4.000000e+01	1.700000e+01	1.811835e+01	3.549096e+00
423	1.700000e+01	1.300000e+01	1.328661e+01	3.508154e+00
424	1.300000e+01	1.600000e+01	1.336174e+01	3.654681e+00
425	1.600000e+01	3.800000e+01	3.975936e+01	3.495285e+00
426	3.800000e+01	1.180000e+02	1.134515e+02	2.763336e+00
427	1.180000e+02	1.700000e+02	1.770723e+02	2.389342e+00
428	1.700000e+02	7.100000e+01	7.185500e+01	3.417627e+00
429	7.100000e+01	2.400000e+01	2.384981e+01	3.506312e+00
430	2.400000e+01	1.300000e+01	1.510736e+01	3.479524e+00
431	1.300000e+01	1.200000e+01	1.608582e+01	3.616887e+00
432	1.200000e+01	2.200000e+01	2.178405e+01	3.639102e+00
433	2.200000e+01	6.500000e+01	6.807931e+01	3.231467e+00
434	6.500000e+01	1.670000e+02	1.668721e+02	2.149503e+00
435	1.670000e+02	1.290000e+02	1.303834e+02	3.134295e+00
436	1.290000e+02	4.000000e+01	4.032139e+01	3.454831e+00
437	4.000000e+01	1.600000e+01	1.841499e+01	3.577148e+00
438	1.600000e+01	1.200000e+01	1.390473e+01	3.529712e+00
439	1.200000e+01	1.400000e+01	1.364400e+01	3.684153e+00
440	1.400000e+01	3.300000e+01	3.178470e+01	3.548534e+00
441	3.300000e+01	1.070000e+02	1.118034e+02	2.883762e+00
442	1.070000e+02	1.820000e+02	1.885691e+02	2.246690e+00
443	1.820000e+02	8.100000e+01	8.093036e+01	3.445204e+00
444	8.100000e+01	2.400000e+01	2.516056e+01	3.502079e+00
445	2.400000e+01	1.200000e+01	1.267694e+01	3.524343e+00
446	1.200000e+01	1.100000e+01	1.342519e+01	3.629526e+00
447	1.100000e+01	1.700000e+01	2.129198e+01	3.677259e+00
448	1.700000e+01	5.100000e+01	5.326592e+01	3.380123e+00
449	5.100000e+01	1.560000e+02	1.544780e+02	2.338592e+00
450	1.560000e+02	1.550000e+02	1.546973e+02	2.935635e+00
451	1.550000e+02	4.900000e+01	4.804037e+01	3.489214e+00
452	4.900000e+01	1.700000e+01	1.627878e+01	3.570072e+00
453	1.700000e+01	1.100000e+01	1.133398e+01	3.517812e+00
454	1.100000e+01	1.100000e+01	1.363792e+01	3.708418e+00
455	1.100000e+01	2.300000e+01	2.180556e+01	3.658045e+00
456	2.300000e+01	7.700000e+01	8.200208e+01	3.185273e+00
457	7.700000e+01	1.890000e+02	1.946987e+02	2.055769e+00
458	1.890000e+02	1.150000e+02	1.132868e+02	3.384551e+00
459	1.150000e+02	3.200000e+01	3.236272e+01	3.483127e+00
460	3.200000e+01	1.300000e+01	1.355205e+01	3.585379e+00
461	1.300000e+01	9.000000e+00	1.186780e+01	3.573842e+00
462	9.000000e+00	1.200000e+01	7.817964e+00	3.740209e+00
463	1.200000e+01	3.000000e+01	2.616662e+01	3.580936e+00
464	3.000000e+01	1.070000e+02	1.111158e+02	2.904773e+00
465	1.070000e+02	1.970000e+02	2.059423e+02	2.233649e+00
466	1.970000e+02	8.200000e+01	8.471289e+01	3.534411e+00
467	8.200000e+01	2.300000e+01	2.052036e+01	3.519917e+00
468	2.300000e+01	1.000000e+01	1.403981e+01	3.530237e+00
469	1.000000e+01	9.000000e+00	8.355887e+00	3.668317e+00
470	9.000000e+00	1.200000e+01	1.093642e+01	3.729022e+00
471	1.200000e+01	3.600000e+01	3.298159e+01	3.519703e+00
472	3.600000e+01	1.340000e+02	1.404657e+02	2.621510e+00
473	1.340000e+02	1.920000e+02	1.924283e+02	2.572732e+00
474	1.920000e+02	6.400000e+01	5.968375e+01	3.553752e+00
475	6.400000e+01	1.800000e+01	1.692697e+01	3.526269e+00
476	1.800000e+01	1.000000e+01	1.075741e+01	3.502305e+00
477	1.000000e+01	8.000000e+00	1.077240e+01	3.695494e+00
478	8.000000e+00	1.300000e+01	1.008780e+01	3.754826e+00
479	1.300000e+01	3.700000e+01	4.476008e+01	3.489996e+00
480	3.700000e+01	1.480000e+02	1.390163e+02	2.540370e+00
481	1.480000e+02	1.950000e+02	1.948828e+02	2.739322e+00
482	1.950000e+02	5.800000e+01	5.727152e+01	3.633094e+00
483	5.800000e+01	1.600000e+01	1.652937e+01	3.552075e+00
484	1.600000e+01	9.000000e+00	5.544535e+00	3.506942e+00
485	9.000000e+00	8.000000e+00	1.325507e+01	3.735783e+00
486	8.000000e+00	1.000000e+01	1.003556e+01	3.750452e+00
487	1.000000e+01	2.900000e+01	2.868804e+01	3.572771e+00
488	2.900000e+01	1.320000e+02	1.196491e+02	2.710092e+00
489	1.320000e+02	2.200000e+02	2.233067e+02	2.467950e+00
490	2.200000e+02	6.700000e+01	6.869708e+01	3.661535e+00
491	6.700000e+01	1.500000e+01	1.461828e+01	3.539964e+00
492	1.500000e+01	8.000000e+00	1.299779e+01	3.517703e+00
493	8.000000e+00	6.000000e+00	7.907511e+00	3.721155e+00
494	6.000000e+00	7.000000e+00	8.810914e+00	3.796774e+00
495	7.000000e+00	1.400000e+01	1.580370e+01	3.665031e+00
496	1.400000e+01	6.600000e+01	6.589190e+01	3.126073e+00
497	6.600000e+01	2.370000e+02	2.233959e+02	1.964134e+00
498	2.370000e+02	1.370000e+02	1.397361e+02	3.303185e+00
499	1.370000e+02	2.500000e+01	3.415815e+01	3.632023e+00
500	2.500000e+01	9.000000e+00	7.884398e+00	3.700144e+00
501	9.000000e+00	6.000000e+00	4.408639e+00	3.654996e+00
502	6.000000e+00	5.000000e+00	5.478679e+00	3.819411e+00
503	5.000000e+00	4.000000e+00	6.737951e+00	3.794060e+00
504	4.000000e+00	5.000000e+00	1.505709e+01	3.659595e+00
505	5.000000e+00	2.500000e+01	2.587613e+01	3.329474e+00
506	2.500000e+01	1.650000e+02	1.303053e+02	2.656260e+00
507	1.650000e+02	2.330000e+02	2.287695e+02	1.902834e+00
508	2.330000e+02	5.100000e+01	4.590383e+01	3.639394e+00
509	5.100000e+01	1.200000e+01	2.981477e+00	3.580067e+00
510	1.200000e+01	7.000000e+00	8.167641e+00	3.597782e+00
511	7.000000e+00	7.000000e+00	1.596842e+01	3.766585e+00
512	7.000000e+00	7.000000e+00	1.116443e+01	3.781803e+00
513	7.000000e+00	1.800000e+01	1.097927e+01	3.655714e+00
514	1.800000e+01	8.000000e+01	7.414565e+01	2.999252e+00
515	8.000000e+01	2.010000e+02	2.269754e+02	1.930804e+00
516	2.010000e+02	1.090000e+02	1.189693e+02	3.146315e+00
517	1.090000e+02	2.900000e+01	2.744374e+01	3.476751e+00
518	2.900000e+01	1.200000e+01	1.766838e+01	3.517081e+00
519	1.200000e+01	1.000000e+01	5.391610e+00	3.603798e+00
520	1.000000e+01	1.400000e+01	1.159310e+01	3.705713e+00
521	1.400000e+01	3.800000e+01	3.351721e+01	3.509764e+00
522	3.800000e+01	1.280000e+02	1.246909e+02	2.651261e+00
523	1.280000e+02	1.690000e+02	1.796290e+02	2.510152e+00
524	1.690000e+02	6.300000e+01	5.698568e+01	3.458095e+00
525	6.300000e+01	2.000000e+01	1.896061e+01	3.523311e+00
526	2.000000e+01	1.100000e+01	1.356953e+01	3.485257e+00
527	1.100000e+01	1.100000e+01	1.080808e+01	3.674447e+00
528	1.100000e+01	2.300000e+01	1.610976e+01	3.685825e+00
529	2.300000e+01	7.400000e+01	7.342435e+01	3.208160e+00
530	7.400000e+01	1.730000e+02	1.761237e+02	2.076281e+00
531	1.730000e+02	1.140000e+02	1.165423e+02	3.243272e+00
532	1.140000e+02	3.400000e+01	3.820603e+01	3.445478e+00
533	3.400000e+01	1.400000e+01	1.545827e+01	3.586752e+00
534	1.400000e+01	1.100000e+01	1.161210e+01	3.561091e+00
535	1.100000e+01	1.400000e+01	1.953172e+01	3.693509e+00
536	1.400000e+01	3.700000e+01	3.396511e+01	3.531254e+00
537	3.700000e+01	1.220000e+02	1.219740e+02	2.746818e+00
538	1.220000e+02	1.720000e+02	1.867612e+02	2.442653e+00
539	1.720000e+02	6.700000e+01	6.890913e+01	3.448204e+00
540	6.700000e+01	2.100000e+01	2.713181e+01	3.528408e+00
541	2.100000e+01	1.100000e+01	1.099935e+01	3.500325e+00
542	1.100000e+01	1.100000e+01	1.077331e+01	3.679593e+00
543	1.100000e+01	2.000000e+01	2.243853e+01	3.676362e+00
544	2.000000e+01	6.400000e+01	6.416878e+01	3.291215e+00
545	6.400000e+01	1.690000e+02	1.737848e+02	2.151377e+00
546	1.690000e+02	1.310000e+02	1.346097e+02	3.148413e+00
547	1.310000e+02	3.900000e+01	4.003615e+01	3.469248e+00
548	3.900000e+01	1.300000e+01	1.503105e+01	3.588796e+00
549	1.300000e+01	9.000000e+00	7.881864e+00	3.581077e+00
550	9.000000e+00	1.200000e+01	1.055762e+01	3.758884e+00
551	1.200000e+01	2.800000e+01	2.695576e+01	3.616553e+00
552	2.800000e+01	1.000000e+02	1.016171e+02	3.026903e+00
553	1.000000e+02	1.880000e+02	2.003302e+02	2.178286e+00
554	1.880000e+02	8.800000e+01	8.526604e+01	3.457181e+00
555	8.800000e+01	2.500000e+01	2.860514e+01	3.491146e+00
556	2.500000e+01	1.100000e+01	1.287776e+01	3.548102e+00
557	1.100000e+01	1.000000e+01	1.261131e+01	3.638564e+00
558	1.000000e+01	1.400000e+01	1.529592e+01	3.705186e+00
559	1.400000e+01	4.100000e+01	4.030295e+01	3.482557e+00
560	4.100000e+01	1.410000e+02	1.365739e+02	2.558346e+00
561	1.410000e+02	1.760000e+02	1.788244e+02	2.705659e+00
562	1.760000e+02	5.700000e+01	5.361049e+01	3.524209e+00
563	5.700000e+01	1.700000e+01	2.097857e+01	3.552929e+00
564	1.700000e+01	1.000000e+01	8.956623e+00	3.509951e+00
565	1.000000e+01	1.000000e+01	1.266515e+01	3.713238e+00
566	1.000000e+01	1.600000e+01	2.172945e+01	3.707727e+00
567	1.600000e+01	5.600000e+01	5.509359e+01	3.410664e+00
568	5.600000e+01	1.750000e+02	1.759934e+02	2.209784e+00
569	1.750000e+02	1.490000e+02	1.507581e+02	3.179860e+00
570	1.490000e+02	4.100000e+01	4.293231e+01	3.541345e+00
571	4.100000e+01	1.400000e+01	1.352189e+01	3.616329e+00
572	1.400000e+01	8.000000e+00	8.253622e+00	3.557962e+00
573	8.000000e+00	9.000000e+00	5.736632e+00	3.779009e+00
574	9.000000e+00	1.800000e+01	1.542857e+01	3.697037e+00
575	1.800000e+01	6.700000e+01	6.762307e+01	3.311172e+00
576	6.700000e+01	1.960000e+02	2.007862e+02	2.080705e+00
577	1.960000e+02	1.300000e+02	1.279920e+02	3.388950e+00
578	1.300000e+02	3.200000e+01	3.235400e+01	3.537294e+00
579	3.200000e+01	1.100000e+01	9.204469e+00	3.657836e+00
580	1.100000e+01	8.000000e+00	6.824899e+00	3.614627e+00
581	8.000000e+00	7.000000e+00	5.847050e+00	3.788603e+00
582	7.000000e+00	1.700000e+01	1.277809e+01	3.733201e+00
583	1.700000e+01	6.600000e+01	7.376144e+01	3.285209e+00
584	6.600000e+01	2.070000e+02	2.020523e+02	2.069924e+00
585	2.070000e+02	1.310000e+02	1.378363e+02	3.456203e+00
586	1.310000e+02	3.000000e+01	3.192070e+01	3.559924e+00
587	3.000000e+01	1.000000e+01	7.332542e+00	3.674303e+00
588	1.000000e+01	7.000000e+00	3.717543e+00	3.630413e+00
589	7.000000e+00	6.000000e+00	7.594134e+00	3.793652e+00
590	6.000000e+00	1.200000e+01	9.182547e+00	3.754381e+00
591	1.200000e+01	4.800000e+01	5.487829e+01	3.427837e+00
592	4.800000e+01	1.930000e+02	1.761627e+02	2.287587e+00
593	1.930000e+02	1.720000e+02	1.720259e+02	3.213487e+00
594	1.720000e+02	3.900000e+01	4.305209e+01	3.710710e+00
595	3.900000e+01	1.100000e+01	1.227162e+01	3.667285e+00
596	1.100000e+01	7.000000e+00	7.212425e+00	3.592501e+00
597	7.000000e+00	6.000000e+00	9.074301e+00	3.805248e+00
598	6.000000e+00	6.000000e+00	9.269864e+00	3.781117e+00
599	6.000000e+00	1.600000e+01	1.520854e+01	3.666724e+00
600	1.600000e+01	8.600000e+01	7.705143e+01	3.033275e+00
601	8.600000e+01	2.550000e+02	2.537347e+02	1.833139e+00
602	2.550000e+02	1.070000e+02	1.072067e+02	3.443184e+00
603	1.070000e+02	1.900000e+01	1.766087e+01	3.523627e+00
604	1.900000e+01	8.000000e+00	6.367872e+00	3.622057e+00
605	8.000000e+00	5.000000e+00	2.115512e-01	3.675995e+00
606	5.000000e+00	4.000000e+00	3.066448e+00	3.846126e+00
607	4.000000e+00	3.000000e+00	9.231022e-01	3.801519e+00
608	3.000000e+00	2.000000e+00	8.162879e+00	3.586213e+00
609	2.000000e+00	2.000000e+00	1.309974e+01	3.408620e+00
610	2.000000e+00	7.000000e+00	2.920851e+01	3.345815e+00
611	7.000000e+00	2.300000e+01	1.677786e+01	2.974785e+00
612	2.300000e+01	8.000000e+00	1.177667e+01	2.491675e+00
613	8.000000e+00	6.000000e+00	-1.442926e+01	3.383689e+00
614	6.000000e+00	8.000000e+00	1.276056e+00	3.650120e+00
615	8.000000e+00	1.600000e+01	2.704446e+01	3.540541e+00
616	1.600000e+01	3.300000e+01	2.116123e+01	3.174527e+00
617	3.300000e+01	5.700000e+01	5.939328e+01	2.626628e+00
618	5.700000e+01	6.500000e+01	7.694251e+01	2.087031e+00
619	6.500000e+01	5.600000e+01	7.298429e+01	2.436968e+00
620	5.600000e+01	4.600000e+01	4.594427e+01	2.926139e+00
621	4.600000e+01	4.600000e+01	4.501067e+01	2.973625e+00
622	4.600000e+01	5.400000e+01	4.777398e+01	2.847040e+00
623	5.400000e+01	6.400000e+01	6.834988e+01	2.660095e+00
624	6.400000e+01	6.600000e+01	7.019661e+01	2.487949e+00
625	6.600000e+01	5.900000e+01	5.941605e+01	2.528601e+00
626	5.900000e+01	4.900000e+01	5.158807e+01	2.721206e+00
627	4.900000e+01	4.600000e+01	4.951134e+01	2.835616e+00
628	4.600000e+01	4.800000e+01	5.239740e+01	2.784171e+00
629	4.800000e+01	5.800000e+01	5.504444e+01	2.700168e+00
630	5.800000e+01	6.700000e+01	6.822251e+01	2.549953e+00
631	6.700000e+01	6.700000e+01	7.020318e+01	2.471597e+00
632	6.700000e+01	6.000000e+01	5.901922e+01	2.598570e+00
633	6.000000e+01	5.000000e+01	5.194952e+01	2.742157e+00
634	5.000000e+01	4.700000e+01	4.634138e+01	2.813455e+00
635	4.700000e+01	5.100000e+01	4.810592e+01	2.776502e+00
636	5.100000e+01	6.000000e+01	5.870235e+01	2.657148e+00
637	6.000000e+01	6.900000e+01	7.290453e+01	2.514808e+00
638	6.900000e+01	6.800000e+01	7.139863e+01	2.485484e+00
639	6.800000e+01	5.800000e+01	6.194606e+01	2.635509e+00
640	5.800000e+01	5.000000e+01	4.737089e+01	2.787886e+00
641	5.000000e+01	4.600000e+01	4.722937e+01	2.802316e+00
642	4.600000e+01	5.200000e+01	5.085406e+01	2.792205e+00
643	5.200000e+01	6.100000e+01	6.474841e+01	2.634616e+00
644	6.100000e+01	7.100000e+01	6.771638e+01	2.499371e+00
645	7.100000e+01	6.800000e+01	7.186924e+01	2.473753e+00
646	6.800000e+01	5.800000e+01	5.801490e+01	2.673095e+00
647	5.800000e+01	4.800000e+01	5.029093e+01	2.789160e+00
648	4.800000e+01	4.600000e+01	4.299869e+01	2.844867e+00
649	4.600000e+01	5.300000e+01	5.307747e+01	2.782337e+00
650	5.300000e+01	6.400000e+01	6.441743e+01	2.611169e+00
651	6.400000e+01	7.200000e+01	7.457343e+01	2.469644e+00
652	7.200000e+01	6.800000e+01	6.372945e+01	2.505468e+00
653	6.800000e+01	5.600000e+01	5.459184e+01	2.706436e+00
654	5.600000e+01	4.700000e+01	4.613616e+01	2.824479e+00
655	4.700000e+01	4.500000e+01	4.498088e+01	2.846236e+00
656	4.500000e+01	5.300000e+01	4.981727e+01	2.796029e+00
657	5.300000e+01	6.500000e+01	6.947664e+01	2.601665e+00
658	6.500000e+01	7.300000e+01	7.327868e+01	2.446492e+00
659	7.300000e+01	6.700000e+01	7.139257e+01	2.503309e+00
660	6.700000e+01	5.400000e+01	5.478853e+01	2.723106e+00
661	5.400000e+01	4.600000e+01	4.988845e+01	2.861197e+00
662	4.600000e+01	4.600000e+01	4.616160e+01	2.849608e+00
663	4.600000e+01	5.500000e+01	5.297152e+01	2.761101e+00
664	5.500000e+01	6.700000e+01	6.853460e+01	2.567091e+00
665	6.700000e+01	7.400000e+01	7.521446e+01	2.439145e+00
666	7.400000e+01	6.600000e+01	7.029051e+01	2.528016e+00
667	6.600000e+01	5.400000e+01	5.621413e+01	2.765180e+00
668	5.400000e+01	4.400000e+01	4.519379e+01	2.852422e+00
669	4.400000e+01	4.600000e+01	4.277242e+01	2.877934e+00
670	4.600000e+01	5.500000e+01	5.472415e+01	2.755585e+00
671	5.500000e+01	7.000000e+01	7.013940e+01	2.566678e+00
672	7.000000e+01	7.600000e+01	7.688602e+01	2.396090e+00
673	7.600000e+01	6.600000e+01	6.335833e+01	2.554368e+00
674	6.600000e+01	5.100000e+01	5.180674e+01	2.795043e+00
675	5.100000e+01	4.500000e+01	4.342026e+01	2.899825e+00
676	4.500000e+01	4.600000e+01	4.447478e+01	2.847430e+00
677	4.600000e+01	5.800000e+01	5.820533e+01	2.742676e+00
678	5.800000e+01	7.300000e+01	7.216080e+01	2.514036e+00
679	7.300000e+01	7.700000e+01	7.999450e+01	2.401307e+00
680	7.700000e+01	6.500000e+01	6.331135e+01	2.603827e+00
681	6.500000e+01	5.200000e+01	5.342386e+01	2.831241e+00
682	5.200000e+01	4.400000e+01	4.524515e+01	2.878393e+00
683	4.400000e+01	4.600000e+01	4.907614e+01	2.859379e+00
684	4.600000e+01	5.900000e+01	5.579096e+01	2.755078e+00
685	5.900000e+01	7.500000e+01	7.466500e+01	2.487614e+00
686	7.500000e+01	7.800000e+01	8.194757e+01	2.393606e+00
687	7.800000e+01	6.400000e+01	6.619863e+01	2.625197e+00
688	6.400000e+01	4.900000e+01	4.840918e+01	2.849772e+00
689	4.900000e+01	4.300000e+01	4.606147e+01	2.921270e+00
690	4.300000e+01	4.700000e+01	4.808701e+01	2.874729e+00
691	4.700000e+01	6.100000e+01	5.609002e+01	2.722702e+00
692	6.100000e+01	7.800000e+01	7.836540e+01	2.460080e+00
693	7.800000e+01	7.900000e+01	7.999499e+01	2.394542e+00
694	7.900000e+01	6.300000e+01	6.175131e+01	2.678288e+00
695	6.300000e+01	4.700000e+01	4.723734e+01	2.889864e+00
696	4.700000e+01	4.300000e+01	4.193656e+01	2.938900e+00
697	4.300000e+01	4.700000e+01	4.717216e+01	2.860639e+00
698	4.700000e+01	6.300000e+01	5.954903e+01	2.719818e+00
699	6.300000e+01	8.000000e+01	8.008286e+01	2.439677e+00
700	8.000000e+01	7.900000e+01	8.329496e+01	2.405949e+00
701	7.900000e+01	6.100000e+01	6.031125e+01	2.712420e+00
702	6.100000e+01	4.600000e+01	4.372164e+01	2.920056e+00
703	4.600000e+01	4.200000e+01	4.268632e+01	2.942258e+00
704	4.200000e+01	4.800000e+01	4.763658e+01	2.884197e+00
705	4.800000e+01	6.600000e+01	6.530491e+01	2.705933e+00
706	6.600000e+01	8.400000e+01	8.058021e+01	2.388812e+00
707	8.400000e+01	8.000000e+01	7.825842e+01	2.418861e+00
708	8.000000e+01	6.000000e+01	5.616412e+01	2.766341e+00
709	6.000000e+01	4.600000e+01	4.362991e+01	2.952463e+00
710	4.600000e+01	4.200000e+01	3.795672e+01	2.945093e+00
711	4.200000e+01	5.000000e+01	4.736203e+01	2.868595e+00
712	5.000000e+01	6.800000e+01	6.382094e+01	2.665651e+00
713	6.800000e+01	8.600000e+01	8.136168e+01	2.383937e+00
714	8.600000e+01	8.000000e+01	7.970771e+01	2.448432e+00
715	8.000000e+01	5.900000e+01	5.474326e+01	2.811911e+00
716	5.900000e+01	4.300000e+01	4.002008e+01	2.974786e+00
717	4.300000e+01	4.100000e+01	3.882930e+01	2.983875e+00
718	4.100000e+01	5.000000e+01	4.680885e+01	2.877064e+00
719	5.000000e+01	7.100000e+01	6.992012e+01	2.651601e+00
720	7.100000e+01	8.800000e+01	8.468262e+01	2.346971e+00
721	8.800000e+01	7.900000e+01	7.599461e+01	2.482605e+00
722	7.900000e+01	5.600000e+01	5.199259e+01	2.852549e+00
723	5.600000e+01	4.100000e+01	3.983562e+01	2.991279e+00
724	4.100000e+01	4.100000e+01	3.681563e+01	2.996626e+00
725	4.100000e+01	5.100000e+01	4.716222e+01	2.879269e+00
726	5.100000e+01	7.300000e+01	7.225416e+01	2.640981e+00
727	7.300000e+01	9.100000e+01	8.660684e+01	2.328377e+00
728	9.100000e+01	7.800000e+01	8.019247e+01	2.498564e+00
729	7.800000e+01	5.500000e+01	5.516992e+01	2.910851e+00
730	5.500000e+01	4.100000e+01	3.951052e+01	3.019671e+00
731	4.100000e+01	4.000000e+01	3.901715e+01	3.000548e+00
732	4.000000e+01	5.200000e+01	5.352010e+01	2.897741e+00
733	5.200000e+01	7.500000e+01	7.609289e+01	2.602246e+00
734	7.500000e+01	9.400000e+01	8.793452e+01	2.306543e+00
735	9.400000e+01	7.800000e+01	7.586846e+01	2.531449e+00
736	7.800000e+01	5.400000e+01	4.693096e+01	2.948639e+00
737	5.400000e+01	3.900000e+01	3.521576e+01	3.045533e+00
738	3.900000e+01	4.000000e+01	3.573875e+01	3.034600e+00
739	4.000000e+01	5.200000e+01	5.086228e+01	2.891514e+00
740	5.200000e+01	7.900000e+01	7.570810e+01	2.610458e+00
741	7.900000e+01	9.500000e+01	9.359927e+01	2.288742e+00
742	9.500000e+01	7.600000e+01	7.632527e+01	2.592686e+00
743	7.600000e+01	5.000000e+01	4.310477e+01	3.001814e+00
744	5.000000e+01	3.700000e+01	3.618563e+01	3.082325e+00
745	3.700000e+01	3.800000e+01	3.930356e+01	3.052720e+00
746	3.800000e+01	5.200000e+01	5.105978e+01	2.915259e+00
747	5.200000e+01	8.000000e+01	7.767207e+01	2.595050e+00
748	8.000000e+01	9.700000e+01	9.727213e+01	2.258126e+00
749	9.700000e+01	7.600000e+01	7.675610e+01	2.622921e+00
750	7.600000e+01	5.000000e+01	4.445888e+01	3.029066e+00
751	5.000000e+01	3.600000e+01	3.792027e+01	3.082358e+00
752	3.600000e+01	3.700000e+01	3.419286e+01	3.080035e+00
753	3.700000e+01	5.400000e+01	5.113245e+01	2.950971e+00
754	5.400000e+01	8.300000e+01	8.429044e+01	2.560991e+00
755	8.300000e+01	9.800000e+01	9.682347e+01	2.251454e+00
756	9.800000e+01	7.400000e+01	7.347793e+01	2.660156e+00
757	7.400000e+01	4.700000e+01	4.369497e+01	3.057887e+00
758	4.700000e+01	3.400000e+01	3.099991e+01	3.118635e+00
759	3.400000e+01	3.700000e+01	3.474959e+01	3.109493e+00
760	3.700000e+01	5.300000e+01	4.921903e+01	2.947664e+00
761	5.300000e+01	8.500000e+01	8.512482e+01	2.554298e+00
762	8.500000e+01	1.000000e+02	1.008125e+02	2.251929e+00
763	1.000000e+02	7.400000e+01	7.163752e+01	2.684279e+00
764	7.400000e+01	4.500000e+01	4.277876e+01	3.085190e+00
765	4.500000e+01	3.400000e+01	3.465032e+01	3.144609e+00
766	3.400000e+01	3.500000e+01	3.457745e+01	3.107282e+00
767	3.500000e+01	5.400000e+01	5.202883e+01	2.997346e+00
768	5.400000e+01	8.700000e+01	8.797650e+01	2.537598e+00
769	8.700000e+01	1.030000e+02	1.031420e+02	2.247398e+00
770	1.030000e+02	7.200000e+01	7.624991e+01	2.728728e+00
771	7.200000e+01	4.300000e+01	4.274037e+01	3.140084e+00
772	4.300000e+01	3.300000e+01	3.009598e+01	3.177752e+00
773	3.300000e+01	3.500000e+01	3.397872e+01	3.124763e+00
774	3.500000e+01	5.300000e+01	5.269282e+01	3.001411e+00
775	5.300000e+01	8.800000e+01	8.430197e+01	2.540335e+00
776	8.800000e+01	1.030000e+02	1.032526e+02	2.237178e+00
777	1.030000e+02	7.300000e+01	7.427650e+01	2.750667e+00
778	7.300000e+01	4.300000e+01	4.486948e+01	3.141199e+00
779	4.300000e+01	3.200000e+01	2.938096e+01	3.178631e+00
780	3.200000e+01	3.300000e+01	3.165875e+01	3.141674e+00
781	3.300000e+01	5.300000e+01	4.914802e+01	3.040306e+00
782	5.300000e+01	9.100000e+01	9.201758e+01	2.539237e+00
783	9.100000e+01	1.050000e+02	1.084189e+02	2.228557e+00
784	1.050000e+02	7.200000e+01	7.286786e+01	2.786774e+00
785	7.200000e+01	4.100000e+01	3.994600e+01	3.165494e+00
786	4.100000e+01	3.100000e+01	2.949698e+01	3.201083e+00
787	3.100000e+01	3.300000e+01	3.325400e+01	3.164727e+00
788	3.300000e+01	5.400000e+01	5.166854e+01	3.049142e+00
789	5.400000e+01	9.100000e+01	9.369645e+01	2.528965e+00
790	9.100000e+01	1.080000e+02	1.105317e+02	2.236674e+00
791	1.080000e+02	7.200000e+01	7.512124e+01	2.816119e+00
792	7.200000e+01	4.100000e+01	3.706280e+01	3.189267e+00
793	4.100000e+01	3.000000e+01	3.339708e+01	3.209896e+00
794	3.000000e+01	3.200000e+01	3.421551e+01	3.189791e+00
795	3.200000e+01	5.100000e+01	5.038658e+01	3.071444e+00
796	5.100000e+01	9.300000e+01	8.754865e+01	2.563003e+00
797	9.300000e+01	1.110000e+02	1.101716e+02	2.214016e+00
798	1.110000e+02	7.400000e+01	7.628414e+01	2.823539e+00
799	7.400000e+01	4.100000e+01	4.110701e+01	3.217056e+00
800	4.100000e+01	2.900000e+01	2.742972e+01	3.238967e+00
801	2.900000e+01	3.100000e+01	3.083502e+01	3.217196e+00
802	3.100000e+01	5.100000e+01	4.853048e+01	3.114338e+00
803	5.100000e+01	9.300000e+01	8.887986e+01	2.563423e+00
804	9.300000e+01	1.130000e+02	1.163242e+02	2.224109e+00
805	1.130000e+02	7.500000e+01	7.172034e+01	2.845018e+00
806	7.500000e+01	4.000000e+01	4.178354e+01	3.220589e+00
807	4.000000e+01	2.900000e+01	2.571695e+01	3.260292e+00
808	2.900000e+01	3.000000e+01	3.266012e+01	3.224299e+00
809	3.000000e+01	4.900000e+01	4.597258e+01	3.140931e+00
810	4.900000e+01	9.200000e+01	9.359538e+01	2.613184e+00
811	9.200000e+01	1.180000e+02	1.158266e+02	2.211991e+00
812	1.180000e+02	7.800000e+01	7.976446e+01	2.855311e+00
813	7.800000e+01	4.100000e+01	4.307737e+01	3.250282e+00
814	4.100000e+01	2.800000e+01	2.740715e+01	3.267950e+00
815	2.800000e+01	2.900000e+01	2.928358e+01	3.261991e+00
816	2.900000e+01	4.600000e+01	4.246325e+01	3.166423e+00
817	4.600000e+01	9.000000e+01	8.981545e+01	2.664553e+00
818	9.000000e+01	1.200000e+02	1.197064e+02	2.196110e+00
819	1.200000e+02	8.200000e+01	8.048505e+01	2.830122e+00
