Index	Input Santa Fe	Target	Training result	Node vc difference
410	1.700000e+01	3.700000e+01	3.877045e+01	4.439234e+00
411	3.700000e+01	1.130000e+02	1.095182e+02	3.356431e+00
412	1.130000e+02	1.650000e+02	1.681827e+02	2.291230e+00
413	1.650000e+02	7.500000e+01	7.430641e+01	3.890091e+00
414	7.500000e+01	2.500000e+01	2.447915e+01	4.068384e+00
415	2.500000e+01	1.400000e+01	1.533133e+01	4.823808e+00
416	1.400000e+01	1.300000e+01	1.067129e+01	4.773507e+00
417	1.300000e+01	2.400000e+01	2.304657e+01	4.664780e+00
418	2.400000e+01	6.800000e+01	6.854120e+01	3.960783e+00
419	6.800000e+01	1.640000e+02	1.702364e+02	2.331293e+00
420	1.640000e+02	1.230000e+02	1.206709e+02	3.388176e+00
421	1.230000e+02	4.000000e+01	3.663090e+01	4.005529e+00
422	4.000000e+01	1.700000e+01	1.582460e+01	4.586970e+00
423	1.700000e+01	1.300000e+01	1.121148e+01	4.871707e+00
424	1.300000e+01	1.600000e+01	1.524792e+01	4.726440e+00
425	1.600000e+01	3.800000e+01	4.039621e+01	4.428804e+00
426	3.800000e+01	1.180000e+02	1.193786e+02	3.271350e+00
427	1.180000e+02	1.700000e+02	1.723091e+02	2.353835e+00
428	1.700000e+02	7.100000e+01	7.285376e+01	3.976863e+00
429	7.100000e+01	2.400000e+01	1.911100e+01	4.132386e+00
430	2.400000e+01	1.300000e+01	1.412641e+01	4.863541e+00
431	1.300000e+01	1.200000e+01	9.499813e+00	4.787354e+00
432	1.200000e+01	2.200000e+01	2.004631e+01	4.679535e+00
433	2.200000e+01	6.500000e+01	6.715116e+01	3.974722e+00
434	6.500000e+01	1.670000e+02	1.701186e+02	2.354262e+00
435	1.670000e+02	1.290000e+02	1.310497e+02	3.388299e+00
436	1.290000e+02	4.000000e+01	4.121394e+01	4.060424e+00
437	4.000000e+01	1.600000e+01	1.775412e+01	4.606452e+00
438	1.600000e+01	1.200000e+01	1.376866e+01	4.905776e+00
439	1.200000e+01	1.400000e+01	1.489454e+01	4.743227e+00
440	1.400000e+01	3.300000e+01	3.139525e+01	4.481142e+00
441	3.300000e+01	1.070000e+02	1.114020e+02	3.425039e+00
442	1.070000e+02	1.820000e+02	1.816658e+02	2.178586e+00
443	1.820000e+02	8.100000e+01	8.697518e+01	3.998088e+00
444	8.100000e+01	2.400000e+01	2.537537e+01	4.091846e+00
445	2.400000e+01	1.200000e+01	1.195974e+01	4.899873e+00
446	1.200000e+01	1.100000e+01	1.190685e+01	4.843600e+00
447	1.100000e+01	1.700000e+01	1.889656e+01	4.720765e+00
448	1.700000e+01	5.100000e+01	4.931768e+01	4.162210e+00
449	5.100000e+01	1.560000e+02	1.605571e+02	2.702068e+00
450	1.560000e+02	1.550000e+02	1.517209e+02	3.034579e+00
451	1.550000e+02	4.900000e+01	4.722884e+01	4.174352e+00
452	4.900000e+01	1.700000e+01	1.518857e+01	4.472570e+00
453	1.700000e+01	1.100000e+01	1.437454e+01	4.949482e+00
454	1.100000e+01	1.100000e+01	1.092679e+01	4.782005e+00
455	1.100000e+01	2.300000e+01	2.077309e+01	4.627242e+00
456	2.300000e+01	7.700000e+01	7.581449e+01	3.814150e+00
457	7.700000e+01	1.890000e+02	1.910692e+02	2.058446e+00
458	1.890000e+02	1.150000e+02	1.160503e+02	3.790968e+00
459	1.150000e+02	3.200000e+01	3.630597e+01	4.103703e+00
460	3.200000e+01	1.300000e+01	1.539980e+01	4.818997e+00
461	1.300000e+01	9.000000e+00	5.059960e+00	4.940854e+00
462	9.000000e+00	1.200000e+01	1.146449e+01	4.793830e+00
463	1.200000e+01	3.000000e+01	2.910192e+01	4.451329e+00
464	3.000000e+01	1.070000e+02	1.069353e+02	3.432055e+00
465	1.070000e+02	1.970000e+02	1.973002e+02	2.125070e+00
466	1.970000e+02	8.200000e+01	8.715916e+01	4.127693e+00
467	8.200000e+01	2.300000e+01	2.179052e+01	4.149748e+00
468	2.300000e+01	1.000000e+01	6.836513e+00	4.965500e+00
469	1.000000e+01	9.000000e+00	5.061247e+00	4.900535e+00
470	9.000000e+00	1.200000e+01	1.613271e+01	4.770782e+00
471	1.200000e+01	3.600000e+01	3.432069e+01	4.298830e+00
472	3.600000e+01	1.340000e+02	1.316771e+02	3.119335e+00
473	1.340000e+02	1.920000e+02	1.940942e+02	2.515661e+00
474	1.920000e+02	6.400000e+01	6.890389e+01	4.335411e+00
475	6.400000e+01	1.800000e+01	1.770495e+01	4.338765e+00
476	1.800000e+01	1.000000e+01	8.108652e+00	5.016965e+00
477	1.000000e+01	8.000000e+00	1.356770e+01	4.839285e+00
478	8.000000e+00	1.300000e+01	1.336990e+01	4.757175e+00
479	1.300000e+01	3.700000e+01	4.220573e+01	4.190715e+00
480	3.700000e+01	1.480000e+02	1.390421e+02	2.993543e+00
481	1.480000e+02	1.950000e+02	1.955573e+02	2.743378e+00
482	1.950000e+02	5.800000e+01	6.092400e+01	4.488530e+00
483	5.800000e+01	1.600000e+01	1.729971e+01	4.464369e+00
484	1.600000e+01	9.000000e+00	1.109662e+01	5.061446e+00
485	9.000000e+00	8.000000e+00	5.588967e+00	4.856980e+00
486	8.000000e+00	1.000000e+01	1.289646e+01	4.734242e+00
487	1.000000e+01	2.900000e+01	3.338545e+01	4.247336e+00
488	2.900000e+01	1.320000e+02	1.185846e+02	3.229677e+00
489	1.320000e+02	2.200000e+02	2.231055e+02	2.397436e+00
490	2.200000e+02	6.700000e+01	7.139787e+01	4.582011e+00
491	6.700000e+01	1.500000e+01	1.717908e+01	4.425416e+00
492	1.500000e+01	8.000000e+00	5.955908e+00	5.139606e+00
493	8.000000e+00	6.000000e+00	9.951514e+00	4.907297e+00
494	6.000000e+00	7.000000e+00	6.289340e+00	4.803316e+00
495	7.000000e+00	1.400000e+01	1.445549e+01	4.363545e+00
496	1.400000e+01	6.600000e+01	5.937088e+01	3.809407e+00
497	6.600000e+01	2.370000e+02	2.279022e+02	1.971072e+00
498	2.370000e+02	1.370000e+02	1.363280e+02	4.097971e+00
499	1.370000e+02	2.500000e+01	2.488562e+01	4.508879e+00
500	2.500000e+01	9.000000e+00	9.287866e+00	5.135114e+00
501	9.000000e+00	6.000000e+00	8.424158e+00	5.075571e+00
502	6.000000e+00	5.000000e+00	1.803584e+00	4.861249e+00
503	5.000000e+00	4.000000e+00	8.329051e-01	4.637906e+00
504	4.000000e+00	5.000000e+00	7.349888e+00	4.290691e+00
505	5.000000e+00	2.500000e+01	3.141994e+01	3.974592e+00
506	2.500000e+01	1.650000e+02	1.325636e+02	3.264109e+00
507	1.650000e+02	2.330000e+02	2.260742e+02	2.856072e+00
508	2.330000e+02	5.100000e+01	4.720216e+01	5.048923e+00
509	5.100000e+01	1.200000e+01	9.492270e+00	4.812445e+00
510	1.200000e+01	7.000000e+00	7.680757e-01	5.219339e+00
511	7.000000e+00	7.000000e+00	1.509884e+00	4.940106e+00
512	7.000000e+00	7.000000e+00	9.422140e+00	4.710486e+00
513	7.000000e+00	1.800000e+01	1.649383e+01	4.302438e+00
514	1.800000e+01	8.000000e+01	8.431912e+01	3.563865e+00
515	8.000000e+01	2.010000e+02	2.371569e+02	1.777691e+00
516	2.010000e+02	1.090000e+02	1.154037e+02	3.984135e+00
517	1.090000e+02	2.900000e+01	2.324099e+01	4.269606e+00
518	2.900000e+01	1.200000e+01	1.536043e+01	5.050375e+00
519	1.200000e+01	1.000000e+01	8.333901e+00	5.017070e+00
520	1.000000e+01	1.400000e+01	1.547305e+01	4.806201e+00
521	1.400000e+01	3.800000e+01	3.214808e+01	4.337158e+00
522	3.800000e+01	1.280000e+02	1.290079e+02	3.103299e+00
523	1.280000e+02	1.690000e+02	1.771791e+02	2.489438e+00
524	1.690000e+02	6.300000e+01	6.500446e+01	4.060046e+00
525	6.300000e+01	2.000000e+01	2.189202e+01	4.237922e+00
526	2.000000e+01	1.100000e+01	1.090698e+01	4.933414e+00
527	1.100000e+01	1.100000e+01	1.078834e+01	4.808721e+00
528	1.100000e+01	2.300000e+01	1.580174e+01	4.682216e+00
529	2.300000e+01	7.400000e+01	7.019997e+01	3.883454e+00
530	7.400000e+01	1.730000e+02	1.817036e+02	2.148468e+00
531	1.730000e+02	1.140000e+02	1.176697e+02	3.583130e+00
532	1.140000e+02	3.400000e+01	3.771503e+01	4.014685e+00
533	3.400000e+01	1.400000e+01	1.525104e+01	4.719655e+00
534	1.400000e+01	1.100000e+01	1.222288e+01	4.908563e+00
535	1.100000e+01	1.400000e+01	1.922245e+01	4.748628e+00
536	1.400000e+01	3.700000e+01	2.953736e+01	4.413894e+00
537	3.700000e+01	1.220000e+02	1.228018e+02	3.237099e+00
538	1.220000e+02	1.720000e+02	1.798768e+02	2.378915e+00
539	1.720000e+02	6.700000e+01	7.085147e+01	4.026645e+00
540	6.700000e+01	2.100000e+01	2.130965e+01	4.178849e+00
541	2.100000e+01	1.100000e+01	8.644205e+00	4.910025e+00
542	1.100000e+01	1.100000e+01	9.943881e+00	4.817463e+00
543	1.100000e+01	2.000000e+01	2.105745e+01	4.697878e+00
544	2.000000e+01	6.400000e+01	6.068499e+01	4.009954e+00
545	6.400000e+01	1.690000e+02	1.748336e+02	2.332739e+00
546	1.690000e+02	1.310000e+02	1.329049e+02	3.393957e+00
547	1.310000e+02	3.900000e+01	3.729732e+01	4.087230e+00
548	3.900000e+01	1.300000e+01	1.477696e+01	4.635371e+00
549	1.300000e+01	9.000000e+00	9.537719e+00	4.956799e+00
550	9.000000e+00	1.200000e+01	1.059674e+01	4.796125e+00
551	1.200000e+01	2.800000e+01	2.709454e+01	4.519666e+00
552	2.800000e+01	1.000000e+02	9.723392e+01	3.562700e+00
553	1.000000e+02	1.880000e+02	1.977176e+02	2.061881e+00
554	1.880000e+02	8.800000e+01	8.973322e+01	3.980293e+00
555	8.800000e+01	2.500000e+01	2.486137e+01	4.082215e+00
556	2.500000e+01	1.100000e+01	6.440751e+00	4.904500e+00
557	1.100000e+01	1.000000e+01	7.499989e+00	4.897402e+00
558	1.000000e+01	1.400000e+01	1.493304e+01	4.746660e+00
559	1.400000e+01	4.100000e+01	4.070020e+01	4.274817e+00
560	4.100000e+01	1.410000e+02	1.381993e+02	2.999129e+00
561	1.410000e+02	1.760000e+02	1.766726e+02	2.687641e+00
562	1.760000e+02	5.700000e+01	5.849674e+01	4.239931e+00
563	5.700000e+01	1.700000e+01	1.768895e+01	4.374009e+00
564	1.700000e+01	1.000000e+01	6.531285e+00	4.978194e+00
565	1.000000e+01	1.000000e+01	1.114860e+01	4.805695e+00
566	1.000000e+01	1.600000e+01	1.559209e+01	4.687229e+00
567	1.600000e+01	5.600000e+01	5.588181e+01	4.075163e+00
568	5.600000e+01	1.750000e+02	1.804562e+02	2.428281e+00
569	1.750000e+02	1.490000e+02	1.489228e+02	3.376593e+00
570	1.490000e+02	4.100000e+01	4.166131e+01	4.254963e+00
571	4.100000e+01	1.400000e+01	1.239871e+01	4.669634e+00
572	1.400000e+01	8.000000e+00	9.976509e+00	4.990765e+00
573	8.000000e+00	9.000000e+00	5.203985e+00	4.837268e+00
574	9.000000e+00	1.800000e+01	1.647725e+01	4.627985e+00
575	1.800000e+01	6.700000e+01	6.610225e+01	3.913287e+00
576	6.700000e+01	1.960000e+02	1.973745e+02	2.099405e+00
577	1.960000e+02	1.300000e+02	1.355126e+02	3.738195e+00
578	1.300000e+02	3.200000e+01	3.600442e+01	4.224988e+00
579	3.200000e+01	1.100000e+01	1.315665e+01	4.860476e+00
580	1.100000e+01	8.000000e+00	7.438084e+00	5.010607e+00
581	8.000000e+00	7.000000e+00	6.491738e+00	4.814025e+00
582	7.000000e+00	1.700000e+01	1.082469e+01	4.614203e+00
583	1.700000e+01	6.600000e+01	6.477753e+01	3.880690e+00
584	6.600000e+01	2.070000e+02	2.087128e+02	2.070926e+00
585	2.070000e+02	1.310000e+02	1.364686e+02	3.835862e+00
586	1.310000e+02	3.000000e+01	3.156543e+01	4.290616e+00
587	3.000000e+01	1.000000e+01	1.089041e+01	4.935733e+00
588	1.000000e+01	7.000000e+00	6.288965e+00	5.035947e+00
589	7.000000e+00	6.000000e+00	7.098019e+00	4.840938e+00
590	6.000000e+00	1.200000e+01	1.037815e+01	4.625709e+00
591	1.200000e+01	4.800000e+01	4.740664e+01	4.047340e+00
592	4.800000e+01	1.930000e+02	1.869922e+02	2.457130e+00
593	1.930000e+02	1.720000e+02	1.718472e+02	3.493995e+00
594	1.720000e+02	3.900000e+01	4.109710e+01	4.586274e+00
595	3.900000e+01	1.100000e+01	1.212222e+01	4.836894e+00
596	1.100000e+01	7.000000e+00	4.191693e+00	5.091980e+00
597	7.000000e+00	6.000000e+00	1.980345e+00	4.868970e+00
598	6.000000e+00	6.000000e+00	6.629109e+00	4.694193e+00
599	6.000000e+00	1.600000e+01	1.149164e+01	4.301964e+00
600	1.600000e+01	8.600000e+01	8.050000e+01	3.605566e+00
601	8.600000e+01	2.550000e+02	2.553263e+02	1.756309e+00
602	2.550000e+02	1.070000e+02	1.070676e+02	4.465688e+00
603	1.070000e+02	1.900000e+01	2.109853e+01	4.459797e+00
604	1.900000e+01	8.000000e+00	9.745000e+00	5.253842e+00
605	8.000000e+00	5.000000e+00	5.734106e+00	5.059497e+00
606	5.000000e+00	4.000000e+00	4.116326e+00	4.886169e+00
607	4.000000e+00	3.000000e+00	-8.861745e-01	4.590908e+00
608	3.000000e+00	2.000000e+00	3.023880e+00	4.279446e+00
609	2.000000e+00	2.000000e+00	1.727634e+01	4.082401e+00
610	2.000000e+00	7.000000e+00	2.222469e+01	4.198908e+00
611	7.000000e+00	2.300000e+01	3.029410e+01	3.944902e+00
612	2.300000e+01	8.000000e+00	2.183925e+01	3.386852e+00
613	8.000000e+00	6.000000e+00	-7.575273e+00	4.032478e+00
614	6.000000e+00	8.000000e+00	2.520618e-01	4.179451e+00
615	8.000000e+00	1.600000e+01	1.092012e+01	3.971176e+00
616	1.600000e+01	3.300000e+01	4.154197e+01	3.554957e+00
617	3.300000e+01	5.700000e+01	4.643541e+01	2.660282e+00
618	5.700000e+01	6.500000e+01	6.612574e+01	2.058350e+00
619	6.500000e+01	5.600000e+01	7.161893e+01	2.876925e+00
620	5.600000e+01	4.600000e+01	4.123521e+01	3.702329e+00
621	4.600000e+01	4.600000e+01	4.027182e+01	4.164627e+00
622	4.600000e+01	5.400000e+01	5.452985e+01	4.171180e+00
623	5.400000e+01	6.400000e+01	7.230333e+01	3.830741e+00
624	6.400000e+01	6.600000e+01	7.034353e+01	3.210945e+00
625	6.600000e+01	5.900000e+01	5.969575e+01	3.102245e+00
626	5.900000e+01	4.900000e+01	5.049027e+01	3.477711e+00
627	4.900000e+01	4.600000e+01	4.405876e+01	3.816421e+00
628	4.600000e+01	4.800000e+01	4.515181e+01	3.939917e+00
629	4.800000e+01	5.800000e+01	5.788370e+01	3.891583e+00
630	5.800000e+01	6.700000e+01	7.073338e+01	3.583244e+00
631	6.700000e+01	6.700000e+01	7.254790e+01	3.298690e+00
632	6.700000e+01	6.000000e+01	6.260518e+01	3.407107e+00
633	6.000000e+01	5.000000e+01	5.232077e+01	3.683409e+00
634	5.000000e+01	4.700000e+01	4.745850e+01	3.905584e+00
635	4.700000e+01	5.100000e+01	5.202916e+01	3.956489e+00
636	5.100000e+01	6.000000e+01	6.156324e+01	3.775186e+00
637	6.000000e+01	6.900000e+01	7.238283e+01	3.437741e+00
638	6.900000e+01	6.800000e+01	7.276040e+01	3.234583e+00
639	6.800000e+01	5.800000e+01	6.111586e+01	3.436391e+00
640	5.800000e+01	5.000000e+01	5.057817e+01	3.771928e+00
641	5.000000e+01	4.600000e+01	4.627747e+01	3.968624e+00
642	4.600000e+01	5.200000e+01	5.596045e+01	4.002205e+00
643	5.200000e+01	6.100000e+01	6.507783e+01	3.752080e+00
644	6.100000e+01	7.100000e+01	7.005541e+01	3.361360e+00
645	7.100000e+01	6.800000e+01	7.194742e+01	3.176956e+00
646	6.800000e+01	5.800000e+01	5.535754e+01	3.456803e+00
647	5.800000e+01	4.800000e+01	5.341962e+01	3.800029e+00
648	4.800000e+01	4.600000e+01	4.592346e+01	4.019267e+00
649	4.600000e+01	5.300000e+01	5.199144e+01	4.009922e+00
650	5.300000e+01	6.400000e+01	6.737767e+01	3.716703e+00
651	6.400000e+01	7.200000e+01	7.252869e+01	3.275757e+00
652	7.200000e+01	6.800000e+01	7.041078e+01	3.171968e+00
653	6.800000e+01	5.600000e+01	5.753911e+01	3.498892e+00
654	5.600000e+01	4.700000e+01	5.113218e+01	3.848094e+00
655	4.700000e+01	4.500000e+01	4.758529e+01	4.046438e+00
656	4.500000e+01	5.300000e+01	5.547726e+01	4.024218e+00
657	5.300000e+01	6.500000e+01	6.718396e+01	3.684751e+00
658	6.500000e+01	7.300000e+01	7.739108e+01	3.202730e+00
659	7.300000e+01	6.700000e+01	7.082224e+01	3.156038e+00
660	6.700000e+01	5.400000e+01	5.776428e+01	3.526914e+00
661	5.400000e+01	4.600000e+01	4.360359e+01	3.894880e+00
662	4.600000e+01	4.600000e+01	4.626419e+01	4.061192e+00
663	4.600000e+01	5.500000e+01	5.284047e+01	3.997128e+00
664	5.500000e+01	6.700000e+01	6.952427e+01	3.619879e+00
665	6.700000e+01	7.400000e+01	7.173015e+01	3.163633e+00
666	7.400000e+01	6.600000e+01	6.897394e+01	3.180922e+00
667	6.600000e+01	5.400000e+01	5.574218e+01	3.581450e+00
668	5.400000e+01	4.400000e+01	4.396229e+01	3.918868e+00
669	4.400000e+01	4.600000e+01	4.217153e+01	4.096625e+00
670	4.600000e+01	5.500000e+01	5.388619e+01	3.984817e+00
671	5.500000e+01	7.000000e+01	7.117156e+01	3.585872e+00
672	7.000000e+01	7.600000e+01	7.604483e+01	3.077936e+00
673	7.600000e+01	6.600000e+01	6.422852e+01	3.188810e+00
674	6.600000e+01	5.100000e+01	5.403089e+01	3.625105e+00
675	5.100000e+01	4.500000e+01	4.390057e+01	3.996300e+00
676	4.500000e+01	4.600000e+01	4.806965e+01	4.097235e+00
677	4.600000e+01	5.800000e+01	5.873614e+01	3.983621e+00
678	5.800000e+01	7.300000e+01	7.813184e+01	3.493804e+00
679	7.300000e+01	7.700000e+01	7.781353e+01	3.021314e+00
680	7.700000e+01	6.500000e+01	6.481446e+01	3.233294e+00
681	6.500000e+01	5.200000e+01	5.163287e+01	3.696395e+00
682	5.200000e+01	4.400000e+01	4.234200e+01	4.007400e+00
683	4.400000e+01	4.600000e+01	4.606635e+01	4.134485e+00
684	4.600000e+01	5.900000e+01	5.941299e+01	3.981145e+00
685	5.900000e+01	7.500000e+01	7.706922e+01	3.454337e+00
686	7.500000e+01	7.800000e+01	7.634722e+01	2.981278e+00
687	7.800000e+01	6.400000e+01	5.911731e+01	3.264962e+00
688	6.400000e+01	4.900000e+01	5.169488e+01	3.739080e+00
689	4.900000e+01	4.300000e+01	4.316006e+01	4.068541e+00
690	4.300000e+01	4.700000e+01	4.896999e+01	4.149192e+00
691	4.700000e+01	6.100000e+01	6.239625e+01	3.944969e+00
692	6.100000e+01	7.800000e+01	7.804206e+01	3.361611e+00
693	7.800000e+01	7.900000e+01	7.820699e+01	2.942073e+00
694	7.900000e+01	6.300000e+01	6.022865e+01	3.301965e+00
695	6.300000e+01	4.700000e+01	4.524457e+01	3.789924e+00
696	4.700000e+01	4.300000e+01	4.031721e+01	4.116263e+00
697	4.300000e+01	4.700000e+01	5.074672e+01	4.152415e+00
698	4.700000e+01	6.300000e+01	6.535946e+01	3.929555e+00
699	6.300000e+01	8.000000e+01	7.890437e+01	3.279547e+00
700	8.000000e+01	7.900000e+01	7.728269e+01	2.916305e+00
701	7.900000e+01	6.100000e+01	6.506023e+01	3.346612e+00
702	6.100000e+01	4.600000e+01	4.246441e+01	3.850035e+00
703	4.600000e+01	4.200000e+01	4.366973e+01	4.134584e+00
704	4.200000e+01	4.800000e+01	4.682397e+01	4.168968e+00
705	4.800000e+01	6.600000e+01	6.401265e+01	3.889159e+00
706	6.600000e+01	8.400000e+01	8.115975e+01	3.172597e+00
707	8.400000e+01	8.000000e+01	7.913803e+01	2.914032e+00
708	8.000000e+01	6.000000e+01	5.851914e+01	3.411095e+00
709	6.000000e+01	4.600000e+01	4.488873e+01	3.911721e+00
710	4.600000e+01	4.200000e+01	4.233735e+01	4.162777e+00
711	4.200000e+01	5.000000e+01	4.722243e+01	4.178695e+00
712	5.000000e+01	6.800000e+01	6.951887e+01	3.836713e+00
713	6.800000e+01	8.600000e+01	8.191599e+01	3.104062e+00
714	8.600000e+01	8.000000e+01	7.616248e+01	2.934033e+00
715	8.000000e+01	5.900000e+01	5.824349e+01	3.459048e+00
716	5.900000e+01	4.300000e+01	4.409114e+01	3.950627e+00
717	4.300000e+01	4.100000e+01	3.884419e+01	4.219561e+00
718	4.100000e+01	5.000000e+01	5.347444e+01	4.187969e+00
719	5.000000e+01	7.100000e+01	7.044980e+01	3.801359e+00
720	7.100000e+01	8.800000e+01	8.533647e+01	3.001923e+00
721	8.800000e+01	7.900000e+01	7.579434e+01	2.939686e+00
722	7.900000e+01	5.600000e+01	5.582029e+01	3.502911e+00
723	5.600000e+01	4.100000e+01	3.944294e+01	4.006930e+00
724	4.100000e+01	4.100000e+01	3.933610e+01	4.245532e+00
725	4.100000e+01	5.100000e+01	5.526586e+01	4.186056e+00
726	5.100000e+01	7.300000e+01	7.231172e+01	3.739283e+00
727	7.300000e+01	9.100000e+01	8.938988e+01	2.912997e+00
728	9.100000e+01	7.800000e+01	7.528305e+01	2.967587e+00
729	7.800000e+01	5.500000e+01	5.239645e+01	3.557625e+00
730	5.500000e+01	4.100000e+01	4.059793e+01	4.048594e+00
731	4.100000e+01	4.000000e+01	3.927707e+01	4.260624e+00
732	4.000000e+01	5.200000e+01	4.923450e+01	4.197039e+00
733	5.200000e+01	7.500000e+01	7.563597e+01	3.699896e+00
734	7.500000e+01	9.400000e+01	8.787409e+01	2.847606e+00
735	9.400000e+01	7.800000e+01	7.682158e+01	2.994205e+00
736	7.800000e+01	5.400000e+01	5.115856e+01	3.598954e+00
737	5.400000e+01	3.900000e+01	3.895219e+01	4.083602e+00
738	3.900000e+01	4.000000e+01	4.023005e+01	4.300437e+00
739	4.000000e+01	5.200000e+01	5.180389e+01	4.205328e+00
740	5.200000e+01	7.900000e+01	7.515154e+01	3.670419e+00
741	7.900000e+01	9.500000e+01	9.364195e+01	2.777370e+00
742	9.500000e+01	7.600000e+01	7.141720e+01	3.039267e+00
743	7.600000e+01	5.000000e+01	4.945628e+01	3.647906e+00
744	5.000000e+01	3.700000e+01	3.640015e+01	4.140457e+00
745	3.700000e+01	3.800000e+01	4.288534e+01	4.316674e+00
746	3.800000e+01	5.200000e+01	5.431427e+01	4.209424e+00
747	5.200000e+01	8.000000e+01	8.118632e+01	3.602222e+00
748	8.000000e+01	9.700000e+01	9.493604e+01	2.701734e+00
749	9.700000e+01	7.600000e+01	7.510309e+01	3.043971e+00
750	7.600000e+01	5.000000e+01	4.637779e+01	3.657543e+00
751	5.000000e+01	3.600000e+01	3.874405e+01	4.154596e+00
752	3.600000e+01	3.700000e+01	3.645953e+01	4.353572e+00
753	3.700000e+01	5.400000e+01	5.485913e+01	4.236089e+00
754	5.400000e+01	8.300000e+01	8.670488e+01	3.545142e+00
755	8.300000e+01	9.800000e+01	8.913928e+01	2.659653e+00
756	9.800000e+01	7.400000e+01	7.088612e+01	3.094104e+00
757	7.400000e+01	4.700000e+01	4.453739e+01	3.700768e+00
758	4.700000e+01	3.400000e+01	3.442221e+01	4.194190e+00
759	3.400000e+01	3.700000e+01	3.624237e+01	4.368387e+00
760	3.700000e+01	5.300000e+01	5.389973e+01	4.218335e+00
761	5.300000e+01	8.500000e+01	8.409574e+01	3.508559e+00
762	8.500000e+01	1.000000e+02	9.770732e+01	2.609022e+00
763	1.000000e+02	7.400000e+01	7.252163e+01	3.128427e+00
764	7.400000e+01	4.500000e+01	4.538126e+01	3.730630e+00
765	4.500000e+01	3.400000e+01	3.282801e+01	4.242665e+00
766	3.400000e+01	3.500000e+01	3.951589e+01	4.374682e+00
767	3.500000e+01	5.400000e+01	5.235527e+01	4.250272e+00
768	5.400000e+01	8.700000e+01	8.832533e+01	3.461802e+00
769	8.700000e+01	1.030000e+02	1.006563e+02	2.580449e+00
770	1.030000e+02	7.200000e+01	7.321560e+01	3.154105e+00
771	7.200000e+01	4.300000e+01	3.957288e+01	3.763109e+00
772	4.300000e+01	3.300000e+01	3.248009e+01	4.273983e+00
773	3.300000e+01	3.500000e+01	4.156727e+01	4.388616e+00
774	3.500000e+01	5.300000e+01	5.259499e+01	4.240947e+00
775	5.300000e+01	8.800000e+01	8.485545e+01	3.447759e+00
776	8.800000e+01	1.030000e+02	1.014389e+02	2.546503e+00
777	1.030000e+02	7.300000e+01	7.512065e+01	3.154641e+00
778	7.300000e+01	4.300000e+01	4.417564e+01	3.762408e+00
779	4.300000e+01	3.200000e+01	3.237320e+01	4.286697e+00
780	3.200000e+01	3.300000e+01	3.520987e+01	4.408588e+00
781	3.300000e+01	5.300000e+01	4.759009e+01	4.290747e+00
782	5.300000e+01	9.100000e+01	8.760163e+01	3.443747e+00
783	9.100000e+01	1.050000e+02	1.029554e+02	2.528550e+00
784	1.050000e+02	7.200000e+01	7.051708e+01	3.191507e+00
785	7.200000e+01	4.100000e+01	3.718218e+01	3.792352e+00
786	4.100000e+01	3.100000e+01	3.252470e+01	4.315748e+00
787	3.100000e+01	3.300000e+01	3.619538e+01	4.424753e+00
788	3.300000e+01	5.400000e+01	5.353430e+01	4.272324e+00
789	5.400000e+01	9.100000e+01	9.518561e+01	3.392052e+00
790	9.100000e+01	1.080000e+02	1.019698e+02	2.527977e+00
791	1.080000e+02	7.200000e+01	7.380283e+01	3.214297e+00
792	7.200000e+01	4.100000e+01	4.208513e+01	3.809542e+00
793	4.100000e+01	3.000000e+01	2.807823e+01	4.334583e+00
794	3.000000e+01	3.200000e+01	3.446655e+01	4.445637e+00
795	3.200000e+01	5.100000e+01	5.373094e+01	4.297016e+00
796	5.100000e+01	9.300000e+01	8.730041e+01	3.451698e+00
797	9.300000e+01	1.110000e+02	1.091172e+02	2.472754e+00
798	1.110000e+02	7.400000e+01	7.410540e+01	3.238030e+00
799	7.400000e+01	4.100000e+01	4.169090e+01	3.814911e+00
800	4.100000e+01	2.900000e+01	2.866476e+01	4.354222e+00
801	2.900000e+01	3.100000e+01	3.515595e+01	4.477409e+00
802	3.100000e+01	5.100000e+01	5.315828e+01	4.328010e+00
803	5.100000e+01	9.300000e+01	9.241489e+01	3.457158e+00
804	9.300000e+01	1.130000e+02	1.069388e+02	2.479246e+00
805	1.130000e+02	7.500000e+01	7.605346e+01	3.240797e+00
806	7.500000e+01	4.000000e+01	4.308166e+01	3.804743e+00
807	4.000000e+01	2.900000e+01	2.862915e+01	4.378139e+00
808	2.900000e+01	3.000000e+01	3.568039e+01	4.478360e+00
809	3.000000e+01	4.900000e+01	4.846055e+01	4.348760e+00
810	4.900000e+01	9.200000e+01	8.907161e+01	3.501987e+00
811	9.200000e+01	1.180000e+02	1.129870e+02	2.462002e+00
812	1.180000e+02	7.800000e+01	7.646553e+01	3.253353e+00
813	7.800000e+01	4.100000e+01	4.066702e+01	3.815642e+00
814	4.100000e+01	2.800000e+01	2.966474e+01	4.382219e+00
815	2.800000e+01	2.900000e+01	3.255953e+01	4.510693e+00
816	2.900000e+01	4.600000e+01	4.239976e+01	4.385165e+00
817	4.600000e+01	9.000000e+01	8.761378e+01	3.592877e+00
818	9.000000e+01	1.200000e+02	1.146126e+02	2.431364e+00
819	1.200000e+02	8.200000e+01	7.822633e+01	3.216907e+00
