Index	Input data	Target	Training result	Node vc difference
392	2.004746e-01	5.887329e-01	5.251568e-01	4.015051e+00
393	-8.966533e-01	-3.203521e-01	-2.139228e-01	1.267087e+01
394	-6.408469e-01	-9.041275e-01	-9.249844e-01	1.109004e+01
395	8.496607e-03	2.667618e-02	9.944282e-02	5.820662e+00
396	7.883752e-02	2.450292e-01	2.162759e-01	5.514072e+00
397	-2.686865e-01	-7.470914e-01	-7.209040e-01	8.834793e+00
398	9.277580e-01	2.264510e-01	1.911835e-01	1.037698e+00
399	7.013289e-01	8.072159e-01	9.788757e-01	3.238812e+00
400	-6.485493e-01	-8.935305e-01	-9.978038e-01	1.166876e+01
401	-4.349350e-01	-9.790405e-01	-9.081107e-01	9.758852e+00
402	6.675533e-01	8.651630e-01	8.795931e-01	5.025972e-01
403	3.994617e-02	1.251023e-01	1.085475e-01	6.430786e+00
404	3.414963e-01	8.783017e-01	9.136547e-01	3.273043e+00
405	-2.081451e-01	-6.080291e-01	-6.396710e-01	8.462423e+00
406	-8.980423e-01	-3.162176e-01	-3.213195e-01	1.244429e+01
407	8.907373e-01	3.378932e-01	3.825072e-01	8.403946e-01
408	-9.411610e-01	-1.852705e-01	-2.538915e-01	1.273990e+01
409	4.784139e-01	9.976495e-01	9.246238e-01	1.953948e+00
410	2.260106e-01	6.515860e-01	6.889866e-01	4.702893e+00
411	8.665774e-01	4.082531e-01	3.744451e-01	2.160155e+00
412	-1.427396e-01	-4.333462e-01	-3.913655e-01	8.121597e+00
413	-5.245206e-01	-9.970983e-01	-9.903803e-01	1.065167e+01
414	-6.185478e-01	-9.318043e-01	-8.244171e-01	1.114922e+01
415	-2.826153e-01	-7.754402e-01	-7.508115e-01	8.569596e+00
416	4.833950e-01	9.985992e-01	1.024470e+00	1.730607e+00
417	-7.008602e-01	-8.080837e-01	-7.924661e-01	1.207043e+01
418	-4.674582e-01	-9.947025e-01	-9.906671e-01	9.992039e+00
419	-4.608054e-01	-9.923382e-01	-9.491973e-01	1.003400e+01
420	4.900499e-01	9.994868e-01	1.034349e+00	1.622696e+00
421	-2.650215e-01	-7.393925e-01	-7.831608e-01	9.058015e+00
422	-8.188485e-03	-2.570901e-02	1.117099e-01	6.148054e+00
423	-9.655810e-01	-1.094487e-01	1.074183e-02	1.269191e+01
424	-3.131006e-01	-8.322401e-01	-9.079257e-01	8.774318e+00
425	-4.568064e-01	-9.907086e-01	-9.464170e-01	1.008649e+01
426	4.079031e-01	9.582495e-01	9.782485e-01	2.279048e+00
427	-7.062287e-01	-7.980393e-01	-8.802501e-01	1.206199e+01
428	4.215988e-01	9.696561e-01	9.578788e-01	2.257552e+00
429	3.273459e-01	8.561985e-01	7.940433e-01	3.863302e+00
430	-1.871070e-01	-5.542953e-01	-5.314451e-01	8.240374e+00
431	-8.867294e-01	-3.497108e-01	-3.882040e-01	1.237932e+01
432	7.546425e-01	6.975807e-01	6.905327e-01	6.772196e-01
433	-2.644804e-01	-7.382474e-01	-6.778935e-01	9.136849e+00
434	-8.378688e-01	-4.887746e-01	-4.807736e-01	1.212456e+01
435	4.503461e-01	9.877462e-01	9.539371e-01	1.937650e+00
436	-8.738292e-01	-3.873624e-01	-4.654245e-01	1.267546e+01
437	-4.512565e-01	-9.881883e-01	-1.095407e+00	9.840566e+00
438	-5.972487e-01	-9.539776e-01	-9.745168e-01	1.094694e+01
439	-4.937823e-01	-9.997936e-01	-9.566134e-01	1.025681e+01
440	7.463390e-01	7.160228e-01	8.089236e-01	1.438845e-01
441	-8.385659e-01	-4.868638e-01	-5.121624e-01	1.257801e+01
442	-2.644152e-01	-7.381093e-01	-8.051358e-01	8.313409e+00
443	5.339719e-01	9.944004e-01	9.302584e-01	1.424039e+00
444	9.012831e-01	3.065473e-01	3.399052e-01	2.688592e+00
445	-4.735809e-03	-1.486989e-02	-3.688998e-02	6.918734e+00
446	-5.595611e-01	-9.827101e-01	-9.815111e-01	1.094170e+01
447	-2.991783e-01	-8.072157e-01	-7.598681e-01	8.768110e+00
448	-4.308232e-01	-9.763295e-01	-9.383493e-01	9.960761e+00
449	-9.131392e-01	-2.709075e-01	-2.454528e-01	1.237263e+01
450	2.799518e-02	8.779169e-02	7.124681e-02	5.619648e+00
451	-6.082226e-01	-9.430802e-01	-9.511786e-01	1.135896e+01
452	4.617850e-01	9.927136e-01	1.077222e+00	1.897345e+00
453	-7.459764e-01	-7.168171e-01	-7.287424e-01	1.224053e+01
454	-8.677927e-01	-4.047667e-01	-5.022264e-01	1.199429e+01
455	-5.161571e-01	-9.987534e-01	-1.015003e+00	1.028205e+01
456	6.350607e-01	9.117408e-01	9.259344e-01	7.006081e-01
457	6.102053e-01	9.409914e-01	9.009678e-01	2.910386e+00
458	3.024235e-02	9.481831e-02	6.930379e-02	6.452680e+00
459	7.233247e-01	7.645566e-01	7.516145e-01	1.682648e+00
460	3.247617e-01	8.519780e-01	8.387428e-01	4.228633e+00
461	-2.731783e-01	-7.563922e-01	-8.170014e-01	8.976689e+00
462	5.904011e-01	9.602044e-01	8.666541e-01	1.291152e+00
463	-2.309013e-01	-6.631579e-01	-6.794070e-01	8.818621e+00
464	-6.109549e-01	-9.401923e-01	-9.207641e-01	1.118286e+01
465	-9.665838e-02	-2.988691e-01	-2.669232e-01	6.858889e+00
466	3.539680e-03	1.111437e-02	4.213302e-02	6.130716e+00
467	5.072068e-01	9.997617e-01	9.804395e-01	2.021914e+00
468	1.010080e-01	3.118743e-01	2.113409e-01	5.767288e+00
469	9.667547e-01	1.057848e-01	4.318302e-02	1.976766e+00
470	-1.757051e-01	-5.241477e-01	-3.564797e-01	8.442322e+00
471	-1.429269e-01	-4.338761e-01	-3.997202e-01	7.455666e+00
472	-3.083631e-01	-8.239010e-01	-8.255368e-01	9.038912e+00
473	-8.685184e-01	-4.026818e-01	-4.445549e-01	1.234606e+01
474	-9.858041e-02	-3.046229e-01	-3.152815e-01	6.834483e+00
475	-5.271424e-01	-9.964378e-01	-1.006749e+00	1.075061e+01
476	3.267634e-01	8.552521e-01	8.733364e-01	2.951241e+00
477	9.010230e-01	3.073246e-01	2.228358e-01	2.185960e+00
478	5.530877e-01	9.862703e-01	1.011027e+00	3.530927e+00
479	9.003374e-01	3.093727e-01	4.312075e-01	2.867864e+00
480	-6.747866e-01	-8.535507e-01	-7.927308e-01	1.189618e+01
481	-4.858420e-01	-9.989763e-01	-9.327914e-01	1.013474e+01
482	6.677187e-01	8.649024e-01	7.814004e-01	5.122972e-01
483	2.924454e-01	7.945576e-01	7.836977e-01	4.376980e+00
484	-1.188420e-03	-3.731631e-03	-1.550350e-02	6.485669e+00
485	-6.386291e-01	-9.070810e-01	-8.899974e-01	1.153581e+01
486	-7.595996e-01	-6.863438e-01	-7.408418e-01	1.180052e+01
487	2.215082e-01	6.407968e-01	6.428708e-01	3.804640e+00
488	8.004402e-01	5.876978e-01	5.700284e-01	1.828766e+00
489	8.509564e-01	4.525204e-01	6.269471e-01	3.190400e+00
490	-6.895511e-01	-8.284879e-01	-9.102685e-01	1.190998e+01
491	-6.995553e-01	-8.104905e-01	-8.047548e-01	1.139202e+01
492	-6.872741e-02	-2.141329e-01	-6.729826e-02	6.563718e+00
493	1.477169e-01	4.473778e-01	4.831852e-01	4.781919e+00
494	6.290377e-01	9.193457e-01	9.096972e-01	1.863090e+00
495	-4.857801e-01	-9.989675e-01	-1.030233e+00	1.082308e+01
496	-3.098352e-01	-8.265117e-01	-7.611262e-01	8.824480e+00
497	-6.145323e-01	-9.363065e-01	-9.443435e-01	1.118304e+01
498	4.889363e-01	9.993686e-01	1.092018e+00	1.620959e+00
499	-7.766320e-01	-6.464851e-01	-7.095495e-01	1.236641e+01
500	3.684450e-01	9.155677e-01	9.947997e-01	2.658699e+00
501	4.230999e-01	9.707977e-01	9.313286e-01	3.153862e+00
502	6.993914e-01	8.107918e-01	8.640629e-01	2.561793e+00
503	6.921308e-01	8.239246e-01	8.340905e-01	3.026320e+00
504	2.313200e-01	6.641414e-01	5.308757e-01	4.883796e+00
505	3.148870e-01	8.353368e-01	7.852425e-01	3.705663e+00
506	3.050343e-01	8.179322e-01	6.899233e-01	3.833315e+00
507	9.107620e-01	2.780851e-01	2.235801e-01	2.318192e+00
508	1.600269e-01	4.816043e-01	4.946708e-01	5.563207e+00
509	-3.300965e-01	-8.606288e-01	-8.150208e-01	9.335902e+00
510	3.555095e-01	8.984821e-01	8.468211e-01	2.726791e+00
511	-5.446041e-01	-9.903189e-01	-9.724074e-01	1.119958e+01
512	-5.370575e-01	-9.933299e-01	-9.635942e-01	1.057165e+01
513	-4.137136e-01	-9.633065e-01	-9.684889e-01	9.659168e+00
514	-7.060326e-01	-7.984103e-01	-7.619942e-01	1.160120e+01
515	-8.032482e-01	-5.805413e-01	-6.166493e-01	1.187185e+01
516	5.845223e-01	9.651962e-01	9.840974e-01	1.089262e+00
517	-8.642653e-01	-4.148696e-01	-5.238098e-01	1.262804e+01
518	6.558448e-01	8.830114e-01	8.988700e-01	1.066467e+00
519	3.780590e-01	9.272892e-01	8.503377e-01	3.862182e+00
520	-7.770853e-01	-6.453984e-01	-6.114456e-01	1.224728e+01
521	3.965977e-01	9.474975e-01	8.809101e-01	2.378292e+00
522	-1.515173e-01	-4.580179e-01	-5.376408e-01	8.002237e+00
523	6.673323e-01	8.655108e-01	9.273214e-01	1.323207e+00
524	1.089992e-01	3.356144e-01	3.017967e-01	5.825435e+00
525	9.578922e-01	1.334121e-01	1.034912e-01	2.011849e+00
526	-2.238712e-01	-6.464754e-01	-5.509888e-01	8.839968e+00
527	-3.743748e-02	-1.172831e-01	-3.557688e-02	6.448720e+00
528	-5.531725e-01	-9.862263e-01	-9.339459e-01	1.102409e+01
529	-3.343940e-01	-8.674218e-01	-7.635820e-01	9.061697e+00
530	-9.834025e-01	-5.368313e-02	6.436698e-02	1.249622e+01
531	-2.754793e-01	-7.610985e-01	-8.942800e-01	8.439798e+00
532	9.280356e-01	2.256020e-01	1.383545e-01	7.946460e-01
533	-4.388230e-01	-9.814540e-01	-9.448749e-01	1.051629e+01
534	-5.617449e-01	-9.814174e-01	-9.512308e-01	1.069591e+01
535	2.262262e-01	6.520994e-01	6.992937e-01	3.774445e+00
536	2.770553e-02	8.688568e-02	-1.206351e-03	6.187953e+00
537	-1.498094e-01	-4.532443e-01	-3.854260e-01	7.696902e+00
538	-1.035322e-01	-3.193951e-01	-2.385935e-01	7.119516e+00
539	-6.227322e-01	-9.269551e-01	-9.790799e-01	1.139198e+01
540	7.707717e-01	6.604137e-01	7.070388e-01	5.482908e-01
541	-5.637088e-01	-9.802154e-01	-9.828720e-01	1.131233e+01
542	-3.340449e-01	-8.668759e-01	-7.821607e-01	8.974068e+00
543	-2.501705e-01	-7.072037e-01	-6.110541e-01	8.367016e+00
544	-5.750598e-03	-1.805590e-02	-1.190094e-02	6.132634e+00
545	-9.751640e-01	-7.949365e-02	1.317434e-01	1.271960e+01
546	-3.936305e-01	-9.444772e-01	-1.069581e+00	9.425246e+00
547	-1.675907e-01	-5.022813e-01	-4.519604e-01	7.575078e+00
548	-1.027294e-01	-3.170054e-01	-2.381872e-01	7.123921e+00
549	-6.477135e-01	-8.947059e-01	-8.733357e-01	1.151629e+01
550	-7.074796e-01	-7.956663e-01	-8.214533e-01	1.151488e+01
551	7.272952e-01	7.564615e-01	7.685969e-01	5.206176e-01
552	9.460859e-01	1.700526e-01	1.106112e-01	2.978635e+00
553	4.176885e-01	9.665814e-01	9.608299e-01	4.001375e+00
554	-4.442538e-01	-9.845800e-01	-9.698915e-01	1.033762e+01
555	1.425929e-01	4.329308e-01	3.813469e-01	4.628451e+00
556	-4.531450e-01	-9.890796e-01	-9.646347e-01	1.045256e+01
557	7.388443e-01	7.322511e-01	7.115859e-01	6.825958e-01
558	-2.243344e-01	-6.475844e-01	-6.314569e-01	8.802061e+00
559	8.371960e-01	4.906166e-01	4.932538e-01	1.287940e+00
560	-1.220873e-01	-3.740331e-01	-2.626362e-01	7.949042e+00
561	5.294510e-01	9.958004e-01	1.063838e+00	1.945654e+00
562	6.925022e-01	8.232631e-01	8.665115e-01	2.617613e+00
563	4.333197e-01	9.779950e-01	9.294489e-01	3.667079e+00
564	-1.413635e-02	-4.437357e-02	-8.159118e-02	6.711656e+00
565	3.222550e-02	1.010155e-01	7.328379e-02	5.914102e+00
566	1.441419e-01	4.373103e-01	5.214317e-01	4.865465e+00
567	7.419540e-01	7.255664e-01	7.475883e-01	1.744627e+00
568	4.224012e-01	9.702690e-01	9.949419e-01	3.767402e+00
569	3.619826e-01	9.072191e-01	8.391921e-01	3.690084e+00
570	-3.852210e-01	-9.354726e-01	-9.602791e-01	9.941015e+00
571	4.372675e-01	9.805059e-01	9.210298e-01	2.116381e+00
572	-8.729084e-01	-3.900263e-01	-4.521250e-01	1.270474e+01
573	2.810963e-01	7.724198e-01	7.753748e-01	3.331082e+00
574	6.123574e-01	9.386830e-01	8.951997e-01	2.152644e+00
575	-8.130050e-01	-5.553276e-01	-6.806501e-01	1.247501e+01
576	-9.804732e-01	-6.286540e-02	-9.444402e-02	1.220822e+01
577	5.057682e-01	9.998501e-01	8.976545e-01	1.591818e+00
578	5.829731e-01	9.664570e-01	9.063633e-01	2.708446e+00
579	4.178137e-01	9.666821e-01	8.687941e-01	3.603476e+00
580	2.503586e-01	7.076212e-01	6.154762e-01	4.425865e+00
581	7.066141e-01	7.973095e-01	7.972009e-01	2.107618e+00
582	-4.734014e-01	-9.964475e-01	-1.054350e+00	1.076007e+01
583	-9.092875e-01	-2.825294e-01	-3.155556e-01	1.225426e+01
584	1.558842e-01	4.701639e-01	4.648480e-01	4.408936e+00
585	-2.672617e-01	-7.441100e-01	-7.993067e-01	8.906576e+00
586	5.927507e-01	9.581177e-01	1.045199e+00	1.273780e+00
587	6.517996e-01	8.889016e-01	8.581272e-01	2.794427e+00
588	9.849126e-01	4.894737e-02	7.676366e-02	3.111953e+00
589	-9.778613e-01	-7.104839e-02	-9.993206e-02	1.273490e+01
590	-4.142153e-01	-9.637281e-01	-1.010797e+00	9.538625e+00
591	6.137334e-01	9.371846e-01	9.361588e-01	8.350026e-01
592	6.039372e-01	9.474697e-01	9.142739e-01	2.852293e+00
593	3.615785e-01	9.066847e-01	8.354316e-01	3.910024e+00
594	-7.820473e-01	-6.334193e-01	-6.273829e-01	1.229841e+01
595	-8.259637e-01	-5.210379e-01	-6.133624e-01	1.196740e+01
596	1.174082e-01	3.603673e-01	3.942872e-01	4.764358e+00
597	2.441593e-01	6.937336e-01	6.144468e-01	4.095709e+00
598	8.289963e-01	5.128869e-01	5.041632e-01	2.081901e+00
599	3.648593e-01	9.109818e-01	8.440710e-01	4.131816e+00
600	6.362389e-01	9.102148e-01	9.153915e-01	2.518088e+00
601	-3.721426e-01	-9.201752e-01	-9.416080e-01	9.969227e+00
602	-4.008087e-01	-9.516426e-01	-8.897446e-01	9.656307e+00
603	-1.204156e-01	-3.691599e-01	-2.774692e-01	7.159496e+00
604	1.684461e-01	5.046019e-01	4.832849e-01	4.513227e+00
605	3.846859e-02	1.204979e-01	8.677226e-02	6.015578e+00
606	7.725169e-01	6.562889e-01	7.022543e-01	1.541718e+00
607	1.652750e-01	4.959805e-01	4.658075e-01	5.476085e+00
608	-3.690868e-01	-9.163763e-01	-8.633788e-01	9.636566e+00
609	-8.090438e-01	-5.656285e-01	-6.308038e-01	1.208182e+01
610	-9.327628e-01	-2.111168e-01	-2.146109e-01	1.221684e+01
611	1.863943e-01	5.524311e-01	4.286827e-01	4.139275e+00
612	7.707841e-01	6.603845e-01	5.980266e-01	1.731620e+00
613	3.453559e-01	8.840313e-01	7.898514e-01	4.215286e+00
614	9.091657e-01	2.828962e-01	3.103537e-01	2.470665e+00
615	-4.763440e-01	-9.971831e-01	-9.331181e-01	1.076738e+01
616	-9.922725e-02	-3.065568e-01	-1.818477e-01	6.928073e+00
617	-4.995185e-01	-9.999973e-01	-9.638165e-01	1.061130e+01
618	9.487848e-01	1.616952e-01	3.080386e-01	8.307654e-01
619	9.574675e-01	1.347335e-01	2.965023e-01	3.203217e+00
620	-8.426658e-01	-4.755789e-01	-4.985464e-01	1.244172e+01
621	-4.053017e-01	-9.558818e-01	-8.627043e-01	9.487765e+00
622	2.030814e-01	5.953294e-01	6.756648e-01	4.036876e+00
623	-2.986618e-01	-8.062574e-01	-7.889267e-01	9.229136e+00
624	-8.899999e-01	-3.400714e-01	-3.195997e-01	1.240088e+01
625	8.939329e-01	3.284323e-01	3.403616e-01	8.345535e-01
626	-1.778902e-01	-5.299785e-01	-3.777989e-01	8.438076e+00
627	4.724876e-01	9.962018e-01	9.601991e-01	2.214765e+00
628	-4.440028e-01	-9.844418e-01	-1.028156e+00	1.049106e+01
629	3.056100e-01	8.189709e-01	8.422328e-01	3.177849e+00
630	-2.249179e-01	-6.489793e-01	-6.793879e-01	8.600878e+00
631	8.363263e-03	2.625763e-02	8.194711e-02	6.012682e+00
632	-1.334578e-01	-4.068996e-01	-4.641080e-01	7.512098e+00
633	7.323991e-01	7.458829e-01	7.487747e-01	1.064721e+00
634	-1.768436e-01	-5.271888e-01	-5.959131e-01	8.394505e+00
635	-8.100430e-02	-2.516198e-01	-1.246077e-01	6.881068e+00
636	6.292497e-01	9.190836e-01	9.196697e-01	1.255311e+00
637	2.842220e-01	7.786159e-01	8.008700e-01	4.439976e+00
638	7.849167e-01	6.264217e-01	6.745877e-01	2.266082e+00
639	-5.116101e-01	-9.993643e-01	-1.008652e+00	1.099405e+01
640	-1.854448e-01	-5.499437e-01	-4.907802e-01	7.714336e+00
641	-5.607685e-01	-9.820011e-01	-9.788311e-01	1.094805e+01
642	-1.552048e-01	-4.682799e-01	-4.063797e-01	7.443648e+00
643	-4.397679e-01	-9.820184e-01	-9.614124e-01	1.010037e+01
644	1.338918e-01	4.081440e-01	4.448064e-01	4.693088e+00
645	-9.813456e-01	-6.013116e-02	7.938253e-02	1.278180e+01
646	-8.284209e-01	-5.144370e-01	-6.664852e-01	1.189165e+01
647	-4.294236e-01	-9.753695e-01	-9.161881e-01	9.653068e+00
648	-4.328521e-01	-9.776876e-01	-9.140279e-01	9.849628e+00
649	9.849795e-01	4.873780e-02	9.378958e-02	7.492245e-01
650	-4.519675e-01	-9.885280e-01	-8.719280e-01	1.060449e+01
651	2.583391e-01	7.251036e-01	7.000740e-01	3.638121e+00
652	-5.721111e-01	-9.746528e-01	-1.014289e+00	1.128587e+01
653	-3.929436e-01	-9.437663e-01	-8.891368e-01	9.515248e+00
654	-4.989439e-01	-9.999915e-01	-9.917453e-01	1.036918e+01
655	6.412548e-01	9.035796e-01	9.858297e-01	6.690865e-01
656	5.744029e-01	9.730176e-01	1.059239e+00	3.032297e+00
657	-8.755366e-01	-3.824144e-01	-4.746950e-01	1.255787e+01
658	-7.056541e-01	-7.991254e-01	-9.073777e-01	1.137976e+01
659	-9.389630e-01	-1.920482e-01	-2.056517e-01	1.220369e+01
660	-6.119072e-01	-9.391695e-01	-9.723036e-01	1.090444e+01
661	-7.005669e-01	-8.086258e-01	-8.920979e-01	1.145536e+01
662	-5.228304e-01	-9.974883e-01	-8.773163e-01	1.042578e+01
663	6.671566e-01	8.657871e-01	9.439681e-01	4.788207e-01
664	-3.670048e-01	-9.137397e-01	-9.312751e-01	9.959622e+00
665	8.168711e-01	5.451915e-01	4.848004e-01	1.077929e+00
666	-2.613982e-01	-7.316848e-01	-7.247598e-01	9.134573e+00
667	7.378860e-01	7.342971e-01	7.740480e-01	1.230231e+00
668	7.021274e-01	8.057333e-01	8.361277e-01	2.947069e+00
669	-1.045989e-01	-3.225673e-01	-4.330219e-01	7.685448e+00
670	3.453895e-01	8.840806e-01	8.468024e-01	3.092591e+00
671	3.532667e-01	8.953682e-01	7.862270e-01	3.509143e+00
672	-2.512002e-01	-7.094860e-01	-7.361463e-01	8.848913e+00
673	-3.615556e-01	-9.066543e-01	-9.026554e-01	9.410631e+00
674	-6.483849e-01	-8.937622e-01	-9.110276e-01	1.138493e+01
675	1.148514e-01	3.528669e-01	3.930914e-01	4.815716e+00
676	8.036963e-01	5.793952e-01	4.670132e-01	1.550543e+00
677	1.867974e-02	5.862075e-02	1.132904e-01	6.705375e+00
678	8.425917e-01	4.757836e-01	4.934317e-01	1.749072e+00
679	5.910049e-01	9.596732e-01	9.603037e-01	3.271015e+00
680	5.833018e-01	9.661914e-01	9.734629e-01	3.027705e+00
681	-9.176051e-01	-2.573826e-01	-2.359969e-01	1.270570e+01
682	3.323700e-01	8.642421e-01	7.515454e-01	2.901843e+00
683	-4.358351e-02	-1.364254e-01	-1.911896e-01	6.954103e+00
684	-9.430458e-01	-1.794514e-01	-6.911092e-02	1.266026e+01
685	-6.284518e-01	-9.200680e-01	-9.738782e-01	1.106567e+01
686	-3.707053e-01	-9.183989e-01	-9.684160e-01	9.267191e+00
687	-5.243428e-01	-9.971406e-01	-9.736023e-01	1.057476e+01
688	-4.486606e-01	-9.869064e-01	-9.462047e-01	9.971500e+00
689	8.882245e-01	3.453088e-01	3.780703e-01	5.145546e-01
690	-3.600079e-01	-9.045934e-01	-8.566494e-01	9.931926e+00
691	-2.635951e-01	-7.363694e-01	-7.056921e-01	8.463967e+00
692	7.256774e-02	2.258960e-01	2.682019e-01	5.327983e+00
693	-8.366497e-01	-4.921107e-01	-3.329458e-01	1.248980e+01
694	-3.446277e-01	-8.829602e-01	-8.855846e-01	9.048655e+00
695	-1.057588e-01	-3.260126e-01	-2.405349e-01	7.018796e+00
696	8.212561e-01	5.335974e-01	6.427112e-01	1.046601e+00
697	-1.885998e-01	-5.581905e-01	-5.410682e-01	8.516835e+00
698	6.717506e-01	8.584786e-01	8.371104e-01	1.410660e+00
699	8.004943e-01	5.875603e-01	6.475629e-01	2.861866e+00
700	5.957982e-01	9.553335e-01	9.259529e-01	3.306143e+00
701	2.265397e-01	6.528453e-01	5.289144e-01	4.821367e+00
702	1.949483e-01	5.746184e-01	5.447771e-01	4.653327e+00
703	9.858486e-01	4.601168e-02	-3.128145e-02	2.137665e+00
704	6.154814e-01	9.352558e-01	1.011012e+00	3.343551e+00
705	8.124609e-01	5.567476e-01	4.885947e-01	2.895099e+00
706	6.950022e-01	8.187818e-01	8.323707e-01	3.112831e+00
707	9.693089e-02	2.996855e-01	2.121379e-01	5.919464e+00
708	-2.847889e-01	-7.797316e-01	-7.124106e-01	8.982113e+00
709	-8.903960e-01	-3.389017e-01	-2.895085e-01	1.249301e+01
710	1.480136e-01	4.482107e-01	4.314940e-01	4.471640e+00
711	5.026193e-01	9.999724e-01	9.703682e-01	2.263755e+00
712	4.372347e-01	9.804857e-01	9.253196e-01	3.365382e+00
713	-2.504281e-01	-7.077755e-01	-6.628282e-01	8.838115e+00
714	-1.023377e-01	-3.158387e-01	-2.641546e-01	7.053690e+00
715	8.612344e-01	4.235102e-01	3.697474e-01	1.138713e+00
716	-6.615799e-01	-8.744164e-01	-8.501986e-01	1.190284e+01
717	7.316674e-01	7.474112e-01	8.219774e-01	1.014926e+00
718	-2.318834e-01	-6.654629e-01	-5.913933e-01	8.850578e+00
719	6.886684e-01	8.300369e-01	8.179933e-01	1.291555e+00
720	-1.344570e-01	-4.097635e-01	-4.407075e-01	7.993625e+00
721	3.804284e-01	9.300486e-01	8.794045e-01	2.802811e+00
722	-7.616434e-01	-6.816625e-01	-6.905073e-01	1.232307e+01
723	9.772830e-01	7.285957e-02	1.025252e-01	1.045399e+00
724	-4.445185e-01	-9.847251e-01	-8.737960e-01	1.054016e+01
725	1.705496e-01	5.102933e-01	6.030168e-01	4.412314e+00
726	-8.495603e-01	-4.564251e-01	-4.818763e-01	1.253273e+01
727	2.202323e-02	6.909785e-02	6.725286e-02	5.698397e+00
728	2.250582e-01	6.493146e-01	6.125010e-01	4.136547e+00
729	-7.723439e-01	-6.566987e-01	-6.581466e-01	1.229781e+01
730	8.659359e-01	4.100910e-01	4.527421e-01	8.483041e-01
731	2.803938e-01	7.710170e-01	7.887036e-01	4.701891e+00
732	-9.938791e-01	-2.081066e-02	-1.471905e-03	1.266183e+01
733	1.412735e-01	4.291928e-01	3.230735e-01	4.571006e+00
734	-1.439522e-01	-4.367745e-01	-4.523753e-01	7.756632e+00
735	-3.641181e-01	-9.100194e-01	-8.131303e-01	9.521400e+00
736	7.960813e-01	5.987163e-01	6.742298e-01	5.352971e-01
737	-2.522806e-01	-7.118726e-01	-6.952276e-01	9.060505e+00
738	3.198637e-01	8.438251e-01	9.228242e-01	3.213356e+00
739	6.121495e-01	9.389079e-01	9.637743e-01	2.257893e+00
740	8.335338e-01	5.006042e-01	5.878381e-01	2.928846e+00
741	-1.045715e-01	-3.224860e-01	-3.137568e-01	7.752582e+00
742	2.806070e-01	7.714430e-01	7.609568e-01	3.627574e+00
743	8.696073e-01	3.995500e-01	3.645118e-01	2.107691e+00
744	5.608080e-01	9.819776e-01	9.579829e-01	3.399987e+00
745	-2.274375e-01	-6.549782e-01	-6.475597e-01	8.683779e+00
746	-3.069292e-01	-8.213409e-01	-7.194629e-01	8.953270e+00
747	4.950706e-01	9.998676e-01	9.508485e-01	1.616163e+00
748	-3.524501e-01	-8.942234e-01	-8.937496e-01	9.812923e+00
749	3.465702e-01	8.858072e-01	8.897739e-01	2.873825e+00
750	-6.896660e-01	-8.282858e-01	-8.883507e-01	1.197643e+01
751	4.489354e-01	9.870452e-01	1.006437e+00	2.019852e+00
752	8.097223e-02	2.515223e-01	2.634082e-01	5.908171e+00
753	1.913572e-01	5.653534e-01	5.176551e-01	4.547231e+00
754	-8.068221e-01	-5.713675e-01	-6.853908e-01	1.238486e+01
755	7.028165e-01	8.044500e-01	8.121547e-01	7.946937e-01
756	2.662982e-01	7.420854e-01	7.947920e-01	4.655240e+00
757	6.778157e-01	8.485566e-01	8.542762e-01	2.275583e+00
758	-4.675029e-01	-9.947169e-01	-9.830851e-01	1.067976e+01
759	5.928338e-01	9.580429e-01	9.337319e-01	1.314859e+00
760	-1.941660e-01	-5.726062e-01	-5.644689e-01	8.483548e+00
761	-4.004225e-01	-9.512694e-01	-8.784773e-01	9.744726e+00
762	-4.797228e-01	-9.979227e-01	-9.963700e-01	1.027019e+01
763	5.175056e-02	1.617826e-01	2.010580e-01	5.448723e+00
764	-8.625454e-01	-4.197774e-01	-3.185004e-01	1.251629e+01
765	-7.605118e-01	-6.842578e-01	-7.825908e-01	1.167438e+01
766	-6.213514e-01	-9.285730e-01	-9.325505e-01	1.094717e+01
767	7.265067e-01	7.580785e-01	8.383306e-01	3.556198e-01
768	-4.281545e-01	-9.744828e-01	-9.301083e-01	1.041922e+01
769	4.671026e-01	9.945871e-01	9.925424e-01	2.042162e+00
770	-5.186521e-01	-9.983317e-01	-1.032286e+00	1.101830e+01
771	3.247979e-01	8.520376e-01	8.397777e-01	3.008251e+00
772	-7.961045e-01	-5.986579e-01	-5.553536e-01	1.241565e+01
773	-7.796805e-01	-6.391526e-01	-7.723307e-01	1.174033e+01
774	-7.393467e-01	-7.311759e-01	-7.022992e-01	1.155007e+01
775	1.121800e-01	3.450059e-01	3.100027e-01	4.837013e+00
776	2.822884e-01	7.747916e-01	6.352696e-01	3.775148e+00
777	-6.871291e-01	-8.327228e-01	-8.272440e-01	1.193120e+01
778	3.376199e-01	8.724173e-01	8.733576e-01	2.830753e+00
779	7.549099e-01	6.969786e-01	6.456920e-01	2.125303e+00
780	3.282057e-01	8.575901e-01	8.220205e-01	4.327739e+00
781	1.448156e-01	4.392117e-01	3.480389e-01	5.196545e+00
782	7.512355e-01	7.052057e-01	6.743556e-01	1.831757e+00
783	-7.072568e-01	-7.960899e-01	-7.059605e-01	1.212644e+01
784	8.841794e-01	3.572008e-01	4.536336e-01	1.024632e+00
